,Name,Link
306,Tracey P. Lauriault (ORCID: 0000-0003-1847-2738),https://scholar.google.com//citations?hl=en&user=cgJtQ4cAAAAJ
307,Murray Woodside,https://scholar.google.com//citations?hl=en&user=k6wztTgAAAAJ
308,Alfonso Abizaid,https://scholar.google.com//citations?hl=en&user=0HQ2z6IAAAAJ
309,Laura Macdonald,https://scholar.google.com//citations?hl=en&user=5o0jUV4AAAAJ
310,R Tim Patterson,https://scholar.google.com//citations?hl=en&user=wLWpgMsAAAAJ
311,Myron L Smith,https://scholar.google.com//citations?hl=en&user=S-R2VbAAAAAJ
312,James Mungall,https://scholar.google.com//citations?hl=en&user=0WCKvrcAAAAJ
313,Dorina Petriu,https://scholar.google.com//citations?hl=en&user=O-qcADgAAAAJ
314,Burak Gunay,https://scholar.google.com//citations?hl=en&user=87iSvawAAAAJ
315,Doug King,https://scholar.google.com//citations?hl=en&user=XqR5yjgAAAAJ
316,Paul A Peters,https://scholar.google.com//citations?hl=en&user=YHCaQtEAAAAJ
317,Leopoldo Bertossi,https://scholar.google.com//citations?hl=en&user=TeBUgNcAAAAJ
318,Adrian DC Chan,https://scholar.google.com//citations?hl=en&user=n3LVmO8AAAAJ
319,Chung-Horng Lung,https://scholar.google.com//citations?hl=en&user=WZZOdG4AAAAJ
320,Kelly Babchishin,https://scholar.google.com//citations?hl=en&user=yUQ7jjIAAAAJ
321,Tom Smy,https://scholar.google.com//citations?hl=en&user=BpTfn8MAAAAJ
322,Daiva Stasiulis,https://scholar.google.com//citations?hl=en&user=imhI0KcAAAAJ
323,Tony White,https://scholar.google.com//citations?hl=en&user=S2X5lJ4AAAAJ
324,"Joerg Overhage, Dr.",https://scholar.google.com//citations?hl=en&user=PrXONikAAAAJ
325,William Willmore,https://scholar.google.com//citations?hl=en&user=Y_qS3jcAAAAJ
326,Gerhard Roth,https://scholar.google.com//citations?hl=en&user=lvL-TSkAAAAJ
327,Marina Milyavskaya,https://scholar.google.com//citations?hl=en&user=xGsgsHAAAAAJ
328,Amir Banihashemi,https://scholar.google.com//citations?hl=en&user=qMWHTJgAAAAJ
329,Thomas Grégoire,https://scholar.google.com//citations?hl=en&user=LWtMSiAAAAAJ
330,Linda Schweitzer,https://scholar.google.com//citations?hl=en&user=wKSX13YAAAAJ
331,Amedeo D'Angiulli,https://scholar.google.com//citations?hl=en&user=mNPCE4QAAAAJ
332,Susan Phillips,https://scholar.google.com//citations?hl=en&user=akh7y8UAAAAJ
333,Jun Steed Huang,https://scholar.google.com//citations?hl=en&user=U_9NcXcAAAAJ
334,Jennifer E Bruin,https://scholar.google.com//citations?hl=en&user=PX4MIAEAAAAJ
335,Leslie Pal,https://scholar.google.com//citations?hl=en&user=xhqO7vMAAAAJ
336,Shalini Periyalwar,https://scholar.google.com//citations?hl=en&user=MTEFb5MAAAAJ
337,william cross,https://scholar.google.com//citations?hl=en&user=q0frxRQAAAAJ
338,Ioannis Lambadaris,https://scholar.google.com//citations?hl=en&user=B2Irh-EAAAAJ
339,Jie (Peter) Liu,https://scholar.google.com//citations?hl=en&user=FJyRtfkAAAAJ
340,Mark Phillips,https://scholar.google.com//citations?hl=en&user=NquqKEEAAAAJ
341,Shelley Hepworth,https://scholar.google.com//citations?hl=en&user=zF_xMMcAAAAJ
342,Mohamed Ibnkahla,https://scholar.google.com//citations?hl=en&user=ryfKzl4AAAAJ
343,Yue Zhang,https://scholar.google.com//citations?hl=en&user=Zb8m_sYAAAAJ
344,Joseph R. Bennett,https://scholar.google.com//citations?hl=en&user=Xzlq1HMAAAAJ
345,Stephen Saideman,https://scholar.google.com//citations?hl=en&user=V30UupQAAAAJ
346,Kathryne Dupré,https://scholar.google.com//citations?hl=en&user=-gulTHAAAAAJ
347,John Logan,https://scholar.google.com//citations?hl=en&user=a8PwPqsAAAAJ
348,Marc St-Hilaire,https://scholar.google.com//citations?hl=en&user=PH5YlZoAAAAJ
349,Stelios Zyglidopoulos,https://scholar.google.com//citations?hl=en&user=8jDasvQAAAAJ
350,Changcheng Huang,https://scholar.google.com//citations?hl=en&user=T6kOk1MAAAAJ
351,Anil Maheshwari,https://scholar.google.com//citations?hl=en&user=-6ZbKwoAAAAJ
352,Adegboyega Ojo,https://scholar.google.com//citations?hl=en&user=RwMzR9MAAAAJ
353,Christopher Rowley,https://scholar.google.com//citations?hl=en&user=ceJb_x8AAAAJ
354,Daniel Buckles,https://scholar.google.com//citations?hl=en&user=7gDy-csAAAAJ
355,Amr El-Keyi,https://scholar.google.com//citations?hl=en&user=Va12GIYAAAAJ
356,JR Sack,https://scholar.google.com//citations?hl=en&user=VtVJ9rYAAAAJ
357,Andrea Howard,https://scholar.google.com//citations?hl=en&user=K6Fz0dsAAAAJ
358,Michel Barbeau,https://scholar.google.com//citations?hl=en&user=edh4yt4AAAAJ
359,Audrey Girouard,https://scholar.google.com//citations?hl=en&user=wP7xkUEAAAAJ
360,Stanley L. Winer,https://scholar.google.com//citations?hl=en&user=OMp9U00AAAAJ
361,Merridee Bujaki,https://scholar.google.com//citations?hl=en&user=5O8cEuUAAAAJ
362,Trina Rytwinski,https://scholar.google.com//citations?hl=en&user=2Nz6MN0AAAAJ
363,Christopher Smelser,https://scholar.google.com//citations?hl=en&user=J2AAJbIAAAAJ
364,Matthew R. Johnson,https://scholar.google.com//citations?hl=en&user=aX1ioWgAAAAJ
365,Heath A. MacMillan,https://scholar.google.com//citations?hl=en&user=00hrUgoAAAAJ
366,Rowan M Thomson,https://scholar.google.com//citations?hl=en&user=jTq8zk4AAAAJ
367,Jesse Vermaire,https://scholar.google.com//citations?hl=en&user=rYW6GOkAAAAJ
368,Chengchao Liang (梁承超),https://scholar.google.com//citations?hl=en&user=xQiZNjgAAAAJ
369,Oliver van Kaick,https://scholar.google.com//citations?hl=en&user=IfvyBBUAAAAJ
370,Vivian Nguyen,https://scholar.google.com//citations?hl=en&user=49y4BukAAAAJ
371,Kyle K. Biggar,https://scholar.google.com//citations?hl=en&user=YA1XxCIAAAAJ
372,Y Hassan,https://scholar.google.com//citations?hl=en&user=t4qkP6EAAAAJ
373,John Chinneck,https://scholar.google.com//citations?hl=en&user=6cOzh_AAAAAJ
374,Tyler J. Avis,https://scholar.google.com//citations?hl=en&user=uBQYSJgAAAAJ
375,Daniel Stolarski,https://scholar.google.com//citations?hl=en&user=fmRk2wsAAAAJ
376,joyce lundberg,https://scholar.google.com//citations?hl=en&user=8svf5S0AAAAJ
377,Jacques Chevalier,https://scholar.google.com//citations?hl=en&user=mRDFnUAAAAAJ
378,Michael J. Ryan,https://scholar.google.com//citations?hl=en&user=msExNeYAAAAJ
379,Matthew Holahan,https://scholar.google.com//citations?hl=en&user=jSIItaoAAAAJ
380,Sean Barry,https://scholar.google.com//citations?hl=en&user=tkP54bwAAAAJ
381,KC Collins,https://scholar.google.com//citations?hl=en&user=z2cCKVgAAAAJ
382,Apollinaire Tsopmo,https://scholar.google.com//citations?hl=en&user=NU9__nsAAAAJ
383,Shikharesh Majumdar,https://scholar.google.com//citations?hl=en&user=Jtd9L_4AAAAJ
384,Andrew R Harris,https://scholar.google.com//citations?hl=en&user=fSiaJGgAAAAJ
385,Brian C. Schmidt,https://scholar.google.com//citations?hl=en&user=xBxzbdUAAAAJ
386,Christopher Worswick,https://scholar.google.com//citations?hl=en&user=LdQma2wAAAAJ
387,Michael Weiss,https://scholar.google.com//citations?hl=en&user=0SY1aN4AAAAJ
388,Yiqiang Q. Zhao,https://scholar.google.com//citations?hl=en&user=zAOZ4nYAAAAJ
389,Karim H. Karim,https://scholar.google.com//citations?hl=en&user=kHg6PJIAAAAJ
390,Aaron Doyle,https://scholar.google.com//citations?hl=en&user=ykMg2i4AAAAJ
391,Niall Tait,https://scholar.google.com//citations?hl=en&user=rSI_Eg8AAAAJ
392,Tiffany Ying He,https://scholar.google.com//citations?hl=en&user=wSdlXDYAAAAJ
393,Daniel Panario,https://scholar.google.com//citations?hl=en&user=nibofUAAAAAJ
394,Nicolas Rodrigue,https://scholar.google.com//citations?hl=en&user=9raRJDoAAAAJ
395,Elie Azar,https://scholar.google.com//citations?hl=en&user=FvQFFAgAAAAJ
396,Kasia Muldner,https://scholar.google.com//citations?hl=en&user=DN-ZR5cAAAAJ
397,Paul Mkandawire,https://scholar.google.com//citations?hl=en&user=RsMCN9sAAAAJ
398,James Milner,https://scholar.google.com//citations?hl=en&user=w59TF_UAAAAJ
399,Shulabh Gupta,https://scholar.google.com//citations?hl=en&user=PYyUGZMAAAAJ
400,Andrew Simons,https://scholar.google.com//citations?hl=en&user=N94rkD4AAAAJ
401,"Pouria Ghods, PhD, PEng",https://scholar.google.com//citations?hl=en&user=6_zOejAAAAAJ
402,Fiona Robinson,https://scholar.google.com//citations?hl=en&user=reMfwKcAAAAJ
403,John AE Anderson,https://scholar.google.com//citations?hl=en&user=BQe8sHcAAAAJ
404,Heather MacDonald,https://scholar.google.com//citations?hl=en&user=jwAJN1IAAAAJ
405,Renate Ysseldyk,https://scholar.google.com//citations?hl=en&user=41Kr0zMAAAAJ
406,Gerald G. Grant,https://scholar.google.com//citations?hl=en&user=MiEdojEAAAAJ
407,Kim Hellemans,https://scholar.google.com//citations?hl=en&user=14j1F9IAAAAJ
408,Catherine Cullingham,https://scholar.google.com//citations?hl=en&user=czazSyQAAAAJ
409,Farah Hosseinian,https://scholar.google.com//citations?hl=en&user=Yb1K7dUAAAAJ
410,David A Campbell,https://scholar.google.com//citations?hl=en&user=Z1FJJmsAAAAJ
411,George Yee,https://scholar.google.com//citations?hl=en&user=y50pxCAAAAAJ
412,Edana Cassol,https://scholar.google.com//citations?hl=en&user=ikFUsp0AAAAJ
413,Anatoli Ianoul,https://scholar.google.com//citations?hl=en&user=VEcQjCAAAAAJ
414,Stuart J. Murray,https://scholar.google.com//citations?hl=en&user=0RElesQAAAAJ
415,Erling W Rud,https://scholar.google.com//citations?hl=en&user=XlOQgAcAAAAJ
416,Stoyan Tanev,https://scholar.google.com//citations?hl=en&user=QiPUqVYAAAAJ
417,Paul Théberge,https://scholar.google.com//citations?hl=en&user=59lJwl0AAAAJ
418,Randall Germain,https://scholar.google.com//citations?hl=en&user=VBOSD2UAAAAJ
419,Banu Ormeci,https://scholar.google.com//citations?hl=en&user=WtEWP8MAAAAJ
420,Dwayne Winseck,https://scholar.google.com//citations?hl=en&user=APGzUlgAAAAJ
421,Siva Sivathayalan,https://scholar.google.com//citations?hl=en&user=iJggRh0AAAAJ
422,Rhiannon Peery,https://scholar.google.com//citations?hl=en&user=7ousDUQAAAAJ
423,Johanna Peetz,https://scholar.google.com//citations?hl=en&user=7Qfk2XEAAAAJ
424,Maria A. Rogers,https://scholar.google.com//citations?hl=en&user=_DnZYp8AAAAJ
425,David Wood,https://scholar.google.com//citations?hl=en&user=-0gazc8AAAAJ
426,J. Stephen Ferris,https://scholar.google.com//citations?hl=en&user=88cZ03AAAAAJ
427,James R Green,https://scholar.google.com//citations?hl=en&user=nmxbwm4AAAAJ
428,Paul C. Johns,https://scholar.google.com//citations?hl=en&user=NlV9uFUAAAAJ
429,Dale C Spencer,https://scholar.google.com//citations?hl=en&user=57vFg8MAAAAJ
430,Zhiqi Chen,https://scholar.google.com//citations?hl=en&user=Q0iV9fIAAAAJ
431,Ashraf Matrawy,https://scholar.google.com//citations?hl=en&user=jqhLkgkAAAAJ
432,Steve Ulrich,https://scholar.google.com//citations?hl=en&user=kNh_NWwAAAAJ
433,Derek Mueller,https://scholar.google.com//citations?hl=en&user=i2SvSt0AAAAJ
434,Arash Ahmadi,https://scholar.google.com//citations?hl=en&user=ChQsJx4AAAAJ
435,Winnie N. Ye,https://scholar.google.com//citations?hl=en&user=MSTAblAAAAAJ
436,Sean Burges,https://scholar.google.com//citations?hl=en&user=w9t6y9oAAAAJ
437,HONGYU SUN,https://scholar.google.com//citations?hl=en&user=yCkdXdkAAAAJ
438,Xin Wang,https://scholar.google.com//citations?hl=en&user=fRk8NnIAAAAJ
439,Edgar Matida,https://scholar.google.com//citations?hl=en&user=9twjBCsAAAAJ
440,Angelo Mingarelli,https://scholar.google.com//citations?hl=en&user=0z3j8i0AAAAJ
441,doris buss,https://scholar.google.com//citations?hl=en&user=o4zS7LMAAAAJ
442,Bruce C. McKay,https://scholar.google.com//citations?hl=en&user=92jAFPEAAAAJ
443,Robyn McQuaid,https://scholar.google.com//citations?hl=en&user=DHjkshgAAAAJ
444,Dane Rowlands,https://scholar.google.com//citations?hl=en&user=yB7jhF8AAAAJ
445,Matthew Webb,https://scholar.google.com//citations?hl=en&user=kojy3UAAAAAJ
446,Cynthia Cruickshank,https://scholar.google.com//citations?hl=en&user=sy1mFnUAAAAJ
447,Scott Mitchell,https://scholar.google.com//citations?hl=en&user=Wr2w3hQAAAAJ
448,Greg Franks,https://scholar.google.com//citations?hl=en&user=dcdDfNQAAAAJ
449,Cristina Rojas,https://scholar.google.com//citations?hl=en&user=5UCs3w8AAAAJ
450,Raj Singh,https://scholar.google.com//citations?hl=en&user=G5J35NwAAAAJ
451,Jeffrey C Smith,https://scholar.google.com//citations?hl=en&user=FPsAXF8AAAAJ
452,Isaac Otchere,https://scholar.google.com//citations?hl=en&user=_PIPyl8AAAAJ
453,Louis-Philippe Béland,https://scholar.google.com//citations?hl=en&user=FoWQVjAAAAAJ
454,Robert J. Teather,https://scholar.google.com//citations?hl=en&user=KjJbkk8AAAAJ
455,Achim Hurrelmann,https://scholar.google.com//citations?hl=en&user=pQJ1l-oAAAAJ
456,Claire Samson,https://scholar.google.com//citations?hl=en&user=ZFrDAjgAAAAJ
457,Laura Macdonald,https://scholar.google.com//citations?hl=en&user=uz7icVUAAAAJ
458,David Barrera,https://scholar.google.com//citations?hl=en&user=r69lqqQAAAAJ
459,John Stead,https://scholar.google.com//citations?hl=en&user=hqDX0l0AAAAJ
460,Howard Schwartz,https://scholar.google.com//citations?hl=en&user=bRJSt-UAAAAJ
461,Valerie Percival,https://scholar.google.com//citations?hl=en&user=eAb54YsAAAAJ
462,Andrew Brook,https://scholar.google.com//citations?hl=en&user=Id5rQO8AAAAJ
463,Stefania Maggi,https://scholar.google.com//citations?hl=en&user=HrpxeKYAAAAJ
464,Michael E Hildebrand,https://scholar.google.com//citations?hl=en&user=bR_JmTYAAAAJ
465,Frances Woolley,https://scholar.google.com//citations?hl=en&user=nxZzkjMAAAAJ
466,Allyson L Brady,https://scholar.google.com//citations?hl=en&user=NtXlH44AAAAJ
467,Luciara Nardon,https://scholar.google.com//citations?hl=en&user=YXpYvCwAAAAJ
468,Olga Baysal,https://scholar.google.com//citations?hl=en&user=1yuYTRAAAAAJ
469,Richard T Amos,https://scholar.google.com//citations?hl=en&user=uLuEpQwAAAAJ
470,Mojtaba Ahmadi,https://scholar.google.com//citations?hl=en&user=F43JvKkAAAAJ
471,Jie Gao,https://scholar.google.com//citations?hl=en&user=NwpBMlkAAAAJ
472,Susnata Seth,https://scholar.google.com//citations?hl=en&user=MTb6Z3UAAAAJ
473,Meredith B. Lilly,https://scholar.google.com//citations?hl=en&user=Y9SLU40AAAAJ
474,Prof. (Emeritus) George Dix,https://scholar.google.com//citations?hl=en&user=_QC241wAAAAJ
475,Michael PH Rodgers,https://scholar.google.com//citations?hl=en&user=vTpL0s8AAAAJ
476,Lindsay McShane,https://scholar.google.com//citations?hl=en&user=rQGGa3UAAAAJ
477,Harish Veeramani,https://scholar.google.com//citations?hl=en&user=YbSq5T0AAAAJ
478,Qiang Wang,https://scholar.google.com//citations?hl=en&user=RTMHUqgAAAAJ
479,Shaobo Ji,https://scholar.google.com//citations?hl=en&user=2pFXB44AAAAJ
480,Mehmet Akif Demircioglu,https://scholar.google.com//citations?hl=en&user=D81bpd8AAAAJ
481,David Long,https://scholar.google.com//citations?hl=en&user=GzQ1nxoAAAAJ
482,Babak Esfandiari,https://scholar.google.com//citations?hl=en&user=_QJIp3cAAAAJ
483,Graham Smart,https://scholar.google.com//citations?hl=en&user=trKSE_8AAAAJ
484,Daniel G. Bert,https://scholar.google.com//citations?hl=en&user=JdaqyNAAAAAJ
485,M. Omair Shafiq,https://scholar.google.com//citations?hl=en&user=aAdfSC0AAAAJ
486,Abhijit Sarkar,https://scholar.google.com//citations?hl=en&user=44BvrwgAAAAJ
487,Sefa Hayibor,https://scholar.google.com//citations?hl=en&user=nyFR9zcAAAAJ
488,Argel Aguilar-Valles,https://scholar.google.com//citations?hl=en&user=uifTJnUAAAAJ
489,Melissa Chee,https://scholar.google.com//citations?hl=en&user=VpnMCBcAAAAJ
490,Murray Richardson,https://scholar.google.com//citations?hl=en&user=VgQGeMMAAAAJ
491,moussa Larbani,https://scholar.google.com//citations?hl=en&user=dQbiNcIAAAAJ
492,Mohammad Rayhani,https://scholar.google.com//citations?hl=en&user=pHZElkkAAAAJ
493,Yiagadeesen Samy,https://scholar.google.com//citations?hl=en&user=ZdDnT-4AAAAJ
494,Alex Wilner,https://scholar.google.com//citations?hl=en&user=VQGK_ogAAAAJ
495,Dennis Kao,https://scholar.google.com//citations?hl=en&user=TOIg5lMAAAAJ
496,Jacqueline Kennelly,https://scholar.google.com//citations?hl=en&user=EJ78H6gAAAAJ
497,Peter Crockford,https://scholar.google.com//citations?hl=en&user=HtbfyukAAAAJ
498,Derek Smith,https://scholar.google.com//citations?hl=en&user=Mq4ZeTIAAAAJ
499,Tina MS Daniels,https://scholar.google.com//citations?hl=en&user=EzoWBQYAAAAJ
500,Elizabeth Stobert,https://scholar.google.com//citations?hl=en&user=1otOFaYAAAAJ
501,Christina Davy,https://scholar.google.com//citations?hl=en&user=UDXyuU4AAAAJ
502,Marc-Andre Gagnon,https://scholar.google.com//citations?hl=en&user=M8N9bdgAAAAJ
503,Shawn Kenny,https://scholar.google.com//citations?hl=en&user=VlqW1UkAAAAJ
504,"Samuel A Ajila, PhD., P.Eng., SMIEEE, SMACM",https://scholar.google.com//citations?hl=en&user=egWTJwMAAAAJ
505,Shawn Graham,https://scholar.google.com//citations?hl=en&user=IU6usq8AAAAJ
506,Ali Arya,https://scholar.google.com//citations?hl=en&user=Per9R0UAAAAJ
507,Hashmat Khan,https://scholar.google.com//citations?hl=en&user=J_j9QHMAAAAJ
508,Alexandra Mallett,https://scholar.google.com//citations?hl=en&user=aDqFWW8AAAAJ
509,David (Dave) A. Campbell,https://scholar.google.com//citations?hl=en&user=rauo0h0AAAAJ
510,Kira O. McCabe,https://scholar.google.com//citations?hl=en&user=M9aPoagAAAAJ
511,Robert G. Harrison,https://scholar.google.com//citations?hl=en&user=83u23mYAAAAJ
512,James J. Cheetham,https://scholar.google.com//citations?hl=en&user=RS6ETCQAAAAJ
513,Jeff Dawson,https://scholar.google.com//citations?hl=en&user=92BPup8AAAAJ
514,Emily Heath,https://scholar.google.com//citations?hl=en&user=rb_xLzEAAAAJ
515,Brenda O'Neill,https://scholar.google.com//citations?hl=en&user=VeNhP68AAAAJ
516,Zhicheng Gao,https://scholar.google.com//citations?hl=en&user=tC2_cpEAAAAJ
517,Amanda E Martin,https://scholar.google.com//citations?hl=en&user=oIZ6vDwAAAAJ
518,Jennifer Drake,https://scholar.google.com//citations?hl=en&user=c9au8iEAAAAJ
519,Francois Brouard,https://scholar.google.com//citations?hl=en&user=c5xLqN0AAAAJ
520,Francine Darroch,https://scholar.google.com//citations?hl=en&user=lV1R__QAAAAJ
521,Yaxi Hu,https://scholar.google.com//citations?hl=en&user=W17l1wIAAAAJ
522,Zhihao Yu,https://scholar.google.com//citations?hl=en&user=aBoo86wAAAAJ
523,Jeremy Laliberte,https://scholar.google.com//citations?hl=en&user=kAIDJ4IAAAAJ
524,Maíra Dutra,https://scholar.google.com//citations?hl=en&user=zALpgjQAAAAJ
525,Erin Tolley,https://scholar.google.com//citations?hl=en&user=Qgn-ogwAAAAJ
526,Ramy H. Gohary,https://scholar.google.com//citations?hl=en&user=rmZDQeAAAAAJ
527,Carlos Rossa,https://scholar.google.com//citations?hl=en&user=cHrhpXoAAAAJ
528,Peter Pulsifer,https://scholar.google.com//citations?hl=en&user=D2UKdDsAAAAJ
529,Rachel J Burns,https://scholar.google.com//citations?hl=en&user=NabAf6sAAAAJ
530,David Mould,https://scholar.google.com//citations?hl=en&user=Bx0nD9QAAAAJ
531,Chris K. Elvidge,https://scholar.google.com//citations?hl=en&user=A0cPs7MAAAAJ
532,Edward T. Jackson,https://scholar.google.com//citations?hl=en&user=EKTwrfAAAAAJ
533,Jennifer Stewart,https://scholar.google.com//citations?hl=en&user=7l51dvkAAAAJ
534,Chao Shen,https://scholar.google.com//citations?hl=en&user=uCRFjCIAAAAJ
535,David Sidhu,https://scholar.google.com//citations?hl=en&user=Te8LsG8AAAAJ
536,Irena Knezevic,https://scholar.google.com//citations?hl=en&user=_yWbY20AAAAJ
537,Koreen Millard,https://scholar.google.com//citations?hl=en&user=UkrB8a4AAAAJ
538,Andre Plourde,https://scholar.google.com//citations?hl=en&user=TCan2PUAAAAJ
539,Jeffrey Erochko,https://scholar.google.com//citations?hl=en&user=fArDpEgAAAAJ
540,Bruce Wallace,https://scholar.google.com//citations?hl=en&user=uwxb0M4AAAAJ
541,Jacqueline Chapman,https://scholar.google.com//citations?hl=en&user=SewSu_UAAAAJ
542,Mohamed M Atia,https://scholar.google.com//citations?hl=en&user=tD85Rk0AAAAJ
543,Erin M. McConnell,https://scholar.google.com//citations?hl=en&user=94n4l0QAAAAJ
544,Peter Andree,https://scholar.google.com//citations?hl=en&user=9QT7glYAAAAJ
545,nahla abdo,https://scholar.google.com//citations?hl=en&user=4NOlz0QAAAAJ
546,Rena Bivens,https://scholar.google.com//citations?hl=en&user=zGa96LUAAAAJ
547,Dawn Moore,https://scholar.google.com//citations?hl=en&user=trUcbSwAAAAJ
548,Tamara Sorenson Duncan,https://scholar.google.com//citations?hl=en&user=gDLDcaQAAAAJ
549,Pushparaj Adhikari,https://scholar.google.com//citations?hl=en&user=3f1P5CMAAAAJ
550,Vivek Dehejia,https://scholar.google.com//citations?hl=en&user=KK1mYaMAAAAJ
551,Paul Van Geel,https://scholar.google.com//citations?hl=en&user=MZIzXn0AAAAJ
552,Ian Marsland,https://scholar.google.com//citations?hl=en&user=x4HW3PMAAAAJ
553,Sonya Lipsett-Rivera,https://scholar.google.com//citations?hl=en&user=sztbm_MAAAAJ
554,Chris Russill,https://scholar.google.com//citations?hl=en&user=i8dX7JkAAAAJ
555,Prashant Waghmare,https://scholar.google.com//citations?hl=en&user=kyQJAKIAAAAJ
556,Jean Daudelin,https://scholar.google.com//citations?hl=en&user=rTozXEkAAAAJ
557,Jean-Pierre Corriveau,https://scholar.google.com//citations?hl=en&user=SmEIZO0AAAAJ
558,Richard Dansereau,https://scholar.google.com//citations?hl=en&user=RyOFutYAAAAJ
559,Yuly Billig,https://scholar.google.com//citations?hl=en&user=acfrzNQAAAAJ
560,Trevor Purvis,https://scholar.google.com//citations?hl=en&user=fGOsXUYAAAAJ
561,Zeba Crook,https://scholar.google.com//citations?hl=en&user=kWroynIAAAAJ
562,Tara Whalen,https://scholar.google.com//citations?hl=en&user=LuCzGscAAAAJ
563,David McMullin,https://scholar.google.com//citations?hl=en&user=LPW8ESoAAAAJ
564,Faraj Lagum,https://scholar.google.com//citations?hl=en&user=pl4V5AYAAAAJ
565,J. Paul Goode,https://scholar.google.com//citations?hl=en&user=4SG_Sk0AAAAJ
566,Elodie JI Lédée,https://scholar.google.com//citations?hl=en&user=BpaeOY0AAAAJ
567,M. John D. Hayes,https://scholar.google.com//citations?hl=en&user=7ViLMG8AAAAJ
568,Tom Duxbury,https://scholar.google.com//citations?hl=en&user=opHpCnkAAAAJ
569,Hubert Jean-Ruel,https://scholar.google.com//citations?hl=en&user=QWLmyvYAAAAJ
570,Thais Condez,https://scholar.google.com//citations?hl=en&user=_sBHWfYAAAAJ
571,Sylvia Reitmanova,https://scholar.google.com//citations?hl=en&user=jIdk4SsAAAAJ
572,Jaffer Sheyholislami,https://scholar.google.com//citations?hl=en&user=HGAQtpwAAAAJ
573,Kelly Fritsch,https://scholar.google.com//citations?hl=en&user=HOIl8J4AAAAJ
574,Hillary C. Maddin,https://scholar.google.com//citations?hl=en&user=UTqnX-sAAAAJ
575,Fred Gaidies,https://scholar.google.com//citations?hl=en&user=b0FyOdUAAAAJ
576,Mohammed Rustom,https://scholar.google.com//citations?hl=en&user=NjaGHtMAAAAJ
577,David Hornsby,https://scholar.google.com//citations?hl=en&user=OGzZFn9a4osC
578,Hashim A Hashim,https://scholar.google.com//citations?hl=en&user=oHa3gFgAAAAJ
579,Yuu Ono,https://scholar.google.com//citations?hl=en&user=zkukRoIAAAAJ
580,Rishad Irani,https://scholar.google.com//citations?hl=en&user=DEJJSeUAAAAJ
581,Matthias Neufang,https://scholar.google.com//citations?hl=en&user=-MwS9LsAAAAJ
582,Robert C Burk,https://scholar.google.com//citations?hl=en&user=OJPyA80AAAAJ
583,Hanika Rizo,https://scholar.google.com//citations?hl=en&user=53tmDz8AAAAJ
584,Cheryl Harasymchuk,https://scholar.google.com//citations?hl=en&user=jT4FJnkAAAAJ
585,Susan Braedley,https://scholar.google.com//citations?hl=en&user=HEi40-gAAAAJ
586,"Bahram Samanfar, PhD",https://scholar.google.com//citations?hl=en&user=HfYsijsAAAAJ
587,Dwight Deugo,https://scholar.google.com//citations?hl=en&user=GNTezk0AAAAJ
588,Roslyn Dakin,https://scholar.google.com//citations?hl=en&user=MVqnhoYAAAAJ
589,Jose Galdo,https://scholar.google.com//citations?hl=en&user=rY7Jgn8AAAAJ
590,Sanjeena Dang (Subedi),https://scholar.google.com//citations?hl=en&user=SR-GssoAAAAJ
591,William M. Twardek,https://scholar.google.com//citations?hl=en&user=LPHL_k8AAAAJ
592,Roshdy HM Hafez,https://scholar.google.com//citations?hl=en&user=v207AiMAAAAJ
593,Steven Muegge,https://scholar.google.com//citations?hl=en&user=KPFqLp8AAAAJ
594,Gregory Bulte,https://scholar.google.com//citations?hl=en&user=7b7nlkoAAAAJ
595,Ana Dammert,https://scholar.google.com//citations?hl=en&user=LBtx3FsAAAAJ
596,Chris Dixon,https://scholar.google.com//citations?hl=en&user=wtYkFGUAAAAJ
597,Guoliang Frank Jiang,https://scholar.google.com//citations?hl=en&user=R95tntYAAAAJ
598,Marie-Odile Junker,https://scholar.google.com//citations?hl=en&user=B2OULjAAAAAJ
599,Stephan Schott,https://scholar.google.com//citations?hl=en&user=bFf5IyAAAAAJ
600,Carol-Ann Tetrault Sirsly,https://scholar.google.com//citations?hl=en&user=KyLadNQAAAAJ
601,Leila Mostaço-Guidolin,https://scholar.google.com//citations?hl=en&user=3y7q_scAAAAJ
602,Jill Louise Brooks,https://scholar.google.com//citations?hl=en&user=M5CfeBYAAAAJ
603,Jennifer Spence,https://scholar.google.com//citations?hl=en&user=GlsNWRIAAAAJ
604,Benjamin Woo,https://scholar.google.com//citations?hl=en&user=FIh6xAgAAAAJ
605,David Thue,https://scholar.google.com//citations?hl=en&user=uWAnAVQAAAAJ
606,Oren E. Petel,https://scholar.google.com//citations?hl=en&user=Xm2G3xAAAAAJ
607,AYNUR GUNENC,https://scholar.google.com//citations?hl=en&user=yYkGq3UAAAAJ
608,Elinor Sloan,https://scholar.google.com//citations?hl=en&user=0pkMznMAAAAJ
609,David MacPhee,https://scholar.google.com//citations?hl=en&user=RjO-BYEAAAAJ
610,Mostafa Taha,https://scholar.google.com//citations?hl=en&user=iM8ssiUAAAAJ
611,Yang Hong,https://scholar.google.com//citations?hl=en&user=ylSJWVcAAAAJ
612,Leslie Anne Keown,https://scholar.google.com//citations?hl=en&user=ADkzxBcAAAAJ
613,Rob Langlois,https://scholar.google.com//citations?hl=en&user=jYlOIMwAAAAJ
614,Amanda Clarke,https://scholar.google.com//citations?hl=en&user=-CafU1YAAAAJ
