,Name,Link
5985,Joshua A. Rash,https://scholar.google.com//citations?hl=en&user=BCI-wBsAAAAJ
5986,Vegneshwaran Vasudevan Ramakrishnan,https://scholar.google.com//citations?hl=en&user=NTyD_zkAAAAJ
5987,Arisi Swamidas,https://scholar.google.com//citations?hl=en&user=pffEYBkAAAAJ
5988,Dr. Rabia Javed,https://scholar.google.com//citations?hl=en&user=wedm7yUAAAAJ
5989,David J. Hancock,https://scholar.google.com//citations?hl=en&user=NgXCUCEAAAAJ
5990,Zhiwei Gao,https://scholar.google.com//citations?hl=en&user=zBQ_lXkAAAAJ
5991,Janet Brunton,https://scholar.google.com//citations?hl=en&user=nLPGKHQAAAAJ
5992,Jian Tang,https://scholar.google.com//citations?hl=en&user=BVEZIOkAAAAJ
5993,Chris Kozak,https://scholar.google.com//citations?hl=en&user=nJLiS2oAAAAJ
5994,Adrian Tanner,https://scholar.google.com//citations?hl=en&user=rtf9kYwAAAAJ
5995,Peter Daley,https://scholar.google.com//citations?hl=en&user=9qhKWZwAAAAJ
5996,Harunur Rashid,https://scholar.google.com//citations?hl=en&user=QUl_8OYAAAAJ
5997,Travor C. Brown,https://scholar.google.com//citations?hl=en&user=o-ow6sEAAAAJ
5998,Atanu Sarkar,https://scholar.google.com//citations?hl=en&user=UvZzch0AAAAJ
5999,Surendra Kumar,https://scholar.google.com//citations?hl=en&user=_0uNWF8AAAAJ
6000,Edward Kendall,https://scholar.google.com//citations?hl=en&user=yepSMKwAAAAJ
6001,Lindsay Cahill,https://scholar.google.com//citations?hl=en&user=09EfPg8AAAAJ
6002,John William Jamieson,https://scholar.google.com//citations?hl=en&user=E3bWzpAAAAAJ
6003,Xili Duan,https://scholar.google.com//citations?hl=en&user=oqnxpx4AAAAJ
6004,vance victor Maclaren,https://scholar.google.com//citations?hl=en&user=wYeNjl0AAAAJ
6005,Alison Malcolm,https://scholar.google.com//citations?hl=en&user=o7ht7Q0AAAAJ
6006,Diana L. Gustafson,https://scholar.google.com//citations?hl=en&user=vgFmyPMAAAAJ
6007,Mark CJ Stoddart,https://scholar.google.com//citations?hl=en&user=FfS2kB0AAAAJ
6008,Josh Lepawsky (he/him; settler),https://scholar.google.com//citations?hl=en&user=YtBT_IQAAAAJ
6009,Valerie Booth,https://scholar.google.com//citations?hl=en&user=2YDcpAIAAAAJ
6010,Michael Grant,https://scholar.google.com//citations?hl=en&user=HUJdhTMAAAAJ
6011,Sherrylynn Rowe,https://scholar.google.com//citations?hl=en&user=wB7b7EQAAAAJ
6012,Gregory Pearcey,https://scholar.google.com//citations?hl=en&user=EepAdkEAAAAJ
6013,James PF LeBlanc,https://scholar.google.com//citations?hl=en&user=rIvvsYsAAAAJ
6014,Sevtap Savas,https://scholar.google.com//citations?hl=en&user=lmmISd0AAAAJ
6015,Tim Jones,https://scholar.google.com//citations?hl=en&user=GVPwxWQAAAAJ
6016,Fabien Basset,https://scholar.google.com//citations?hl=en&user=vkePjosAAAAJ
6017,Steven Denyszyn,https://scholar.google.com//citations?hl=en&user=LR7z9UQAAAAJ
6018,Amy Hurford,https://scholar.google.com//citations?hl=en&user=bxt9bh8AAAAJ
6019,Noori Saady,https://scholar.google.com//citations?hl=en&user=PKzwZl4AAAAJ
6020,Holly Etchegary,https://scholar.google.com//citations?hl=en&user=6nPDImcAAAAJ
6021,Yuan Yuan,https://scholar.google.com//citations?hl=en&user=8d5eBv4AAAAJ
6022,Curtis French,https://scholar.google.com//citations?hl=en&user=eRvIJzsAAAAJ
6023,BA LeFrancois,https://scholar.google.com//citations?hl=en&user=_eX-Ir4AAAAJ
6024,Sherri Christian,https://scholar.google.com//citations?hl=en&user=ID__ssQAAAAJ
6025,Kristin M. Poduska,https://scholar.google.com//citations?hl=en&user=cF0LuegAAAAJ
6026,Telex Magloire Ngatched Nkouatchah,https://scholar.google.com//citations?hl=en&user=4ARIy4cAAAAJ
6027,Keith Storey,https://scholar.google.com//citations?hl=en&user=x9U3Q-oAAAAJ
6028,Siu O'Young,https://scholar.google.com//citations?hl=en&user=VMEc67IAAAAJ
6029,Yan Zhang,https://scholar.google.com//citations?hl=en&user=8t-7W94AAAAJ
6030,David R. Wilson,https://scholar.google.com//citations?hl=en&user=CCSiAPoAAAAJ
6031,Paul Winger,https://scholar.google.com//citations?hl=en&user=3fbcoGcAAAAJ
6032,Bipul Hawlader,https://scholar.google.com//citations?hl=en&user=XQDDdkQAAAAJ
6033,Claude Daley,https://scholar.google.com//citations?hl=en&user=7AGnkIoAAAAJ
6034,Stefan Wallin,https://scholar.google.com//citations?hl=en&user=ukvUflMAAAAJ
6035,Yakov D. Afanasyev,https://scholar.google.com//citations?hl=en&user=8R1oqN0AAAAJ
6036,Tina Yu,https://scholar.google.com//citations?hl=en&user=8dqu_bAAAAAJ
6037,David Churchill,https://scholar.google.com//citations?hl=en&user=teRseTgAAAAJ
6038,Ahtisham Younas,https://scholar.google.com//citations?hl=en&user=igF8oKoAAAAJ
6039,Dorothy Vaandering,https://scholar.google.com//citations?hl=en&user=JSpkn1MAAAAJ
6040,Marco Merkli,https://scholar.google.com//citations?hl=en&user=BZv_dvkAAAAJ
6041,Hamed Azimi,https://scholar.google.com//citations?hl=en&user=T5Ly-_YAAAAJ
6042,Alex Marland,https://scholar.google.com//citations?hl=en&user=yXxcHw8AAAAJ
6043,Michael G. Babechuk,https://scholar.google.com//citations?hl=en&user=2i9SuysAAAAJ
6044,Stephanie Curnoe,https://scholar.google.com//citations?hl=en&user=ZEds9JMAAAAJ
6045,Benjamin Zendel,https://scholar.google.com//citations?hl=en&user=hEO5ausAAAAJ
6046,Katherine Gallagher,https://scholar.google.com//citations?hl=en&user=UXtZHeAAAAAJ
6047,Colin Robert Lucas,https://scholar.google.com//citations?hl=en&user=1NF7_i4AAAAJ
6048,Luke Beranek,https://scholar.google.com//citations?hl=en&user=Z2wJaG8AAAAJ
6049,Mykhaylo Evstigneev,https://scholar.google.com//citations?hl=en&user=iNC_1iQAAAAJ
6050,Lucian Ashworth,https://scholar.google.com//citations?hl=en&user=Jk9y4eMAAAAJ
6051,Katleen Robert,https://scholar.google.com//citations?hl=en&user=vyyLp20AAAAJ
6052,Hai V. Nguyen,https://scholar.google.com//citations?hl=en&user=d_x7JuUAAAAJ
6053,Arn Keeling,https://scholar.google.com//citations?hl=en&user=AVb-EfoAAAAJ
6054,"Xianta Jiang, PhD, IEEE Senior Member",https://scholar.google.com//citations?hl=en&user=c51nPBwAAAAJ
6055,Phil Branigan,https://scholar.google.com//citations?hl=en&user=XoDk8mAAAAAJ
6056,Leonard M. Lye  (ORCID:0000-0001-8901-5767),https://scholar.google.com//citations?hl=en&user=aJFEBrkAAAAJ
6057,Martin V. Day,https://scholar.google.com//citations?hl=en&user=dhWAVVsAAAAJ
6058,Andrew Vardy,https://scholar.google.com//citations?hl=en&user=ccxPX38AAAAJ
6059,Geoff Rideout,https://scholar.google.com//citations?hl=en&user=FkPJEOQAAAAJ
6060,Pierre-Paul Bitton,https://scholar.google.com//citations?hl=en&user=JIpHuOkAAAAJ
6061,Kelly Vodden,https://scholar.google.com//citations?hl=en&user=gVxPI_0AAAAJ
6062,Vernon Richardson,https://scholar.google.com//citations?hl=en&user=sLcm4HAAAAAJ
6063,J. Kim Welford,https://scholar.google.com//citations?hl=en&user=J7UoUUEAAAAJ
6064,Ebrahim Karami,https://scholar.google.com//citations?hl=en&user=XEig1pkAAAAJ
6065,Ashraf Khan,https://scholar.google.com//citations?hl=en&user=t_PrVLsAAAAJ
6066,Kathleen L. Hourihan,https://scholar.google.com//citations?hl=en&user=UbOVIFQAAAAJ
6067,Craig Purchase,https://scholar.google.com//citations?hl=en&user=itne0xMAAAAJ
6068,Stephen Ellenbogen,https://scholar.google.com//citations?hl=en&user=fPnwAA0AAAAJ
6069,Rita E. Anderson,https://scholar.google.com//citations?hl=en&user=bcUV5lUAAAAJ
6070,Ronald D. Haynes,https://scholar.google.com//citations?hl=en&user=W5KMACwAAAAJ
6071,Barry Rose,https://scholar.google.com//citations?hl=en&user=Hjiwz0cAAAAJ
6072,CHUNHUA OU,https://scholar.google.com//citations?hl=en&user=1_M5rMQAAAAJ
6073,Dr. Muhammad Nadeem,https://scholar.google.com//citations?hl=en&user=oqFVfOgAAAAJ
6074,"Andrea Bryndum-Buchholz, PhD",https://scholar.google.com//citations?hl=en&user=LzjojVEAAAAJ
6075,Brett Holfeld,https://scholar.google.com//citations?hl=en&user=1LrrEnoAAAAJ
6076,Deping Ye,https://scholar.google.com//citations?hl=en&user=QNM2XdkAAAAJ
6077,TA Loeffler,https://scholar.google.com//citations?hl=en&user=KmDGsPoAAAAJ
6078,OM PRAKASH YADAV,https://scholar.google.com//citations?hl=en&user=1sBGs0gAAAAJ
6079,Javier Santander,https://scholar.google.com//citations?hl=en&user=-tY9jQMAAAAJ
6080,Paul Foley,https://scholar.google.com//citations?hl=en&user=J5kY2hEAAAAJ
6081,Karen M. Doody,https://scholar.google.com//citations?hl=en&user=uRSL1ucAAAAJ
6082,James E Valcour,https://scholar.google.com//citations?hl=en&user=ERr5CDsAAAAJ
6083,Alex Bihlo,https://scholar.google.com//citations?hl=en&user=A4jPRTcAAAAJ
6084,Alain Richard Ndjiongue,https://scholar.google.com//citations?hl=en&user=oYXukxwAAAAJ
6085,Christina Bottaro,https://scholar.google.com//citations?hl=en&user=KlaOrhQAAAAJ
6086,Amanda Bittner,https://scholar.google.com//citations?hl=en&user=eY67vpkAAAAJ
6087,Sarah D. Power,https://scholar.google.com//citations?hl=en&user=LxDx84YAAAAJ
6088,Rocky S. Taylor,https://scholar.google.com//citations?hl=en&user=y7B8tRkAAAAJ
6089,Cecile Badenhorst,https://scholar.google.com//citations?hl=en&user=DdgG1p0AAAAJ
6090,Shegufta Shetranjiwalla Merchant,https://scholar.google.com//citations?hl=en&user=teOGEZMAAAAJ
6091,Vahid Salehi,https://scholar.google.com//citations?hl=en&user=eWJKoVQAAAAJ
6092,Maxime Geoffroy,https://scholar.google.com//citations?hl=en&user=av6e3NsAAAAJ
6093,Rochelle Côté,https://scholar.google.com//citations?hl=en&user=4Wami1UAAAAJ
6094,Carla Dillon,https://scholar.google.com//citations?hl=en&user=tgdkkj0AAAAJ
6095,Cynthia Coles,https://scholar.google.com//citations?hl=en&user=hrBTspMAAAAJ
6096,Nicholas Lynch,https://scholar.google.com//citations?hl=en&user=B_pNPxgAAAAJ
6097,Susan Walling,https://scholar.google.com//citations?hl=en&user=J5KJwcUAAAAJ
6098,Terrence Tricco,https://scholar.google.com//citations?hl=en&user=CaQ9mSsAAAAJ
6099,Fabio Zanuzzo,https://scholar.google.com//citations?hl=en&user=OSyL430AAAAJ
6100,Dean Bavington,https://scholar.google.com//citations?hl=en&user=UAePgqQAAAAJ
6101,Anne Burke,https://scholar.google.com//citations?hl=en&user=0LYQg6oAAAAJ
6102,Ginger Y. Ke,https://scholar.google.com//citations?hl=en&user=m5PEA5EAAAAJ
6103,Jaeok Park,https://scholar.google.com//citations?hl=en&user=4GJNnWgAAAAJ
6104,Syamala Buragadda,https://scholar.google.com//citations?hl=en&user=UHAZEw4AAAAJ
6105,kirk anderson,https://scholar.google.com//citations?hl=en&user=ElMcPkYAAAAJ
6106,Sadegh Papari,https://scholar.google.com//citations?hl=en&user=8VpSVUEAAAAJ
6107,Fan Zhang,https://scholar.google.com//citations?hl=en&user=aFvMg7IAAAAJ
6108,Roselyne Okech,https://scholar.google.com//citations?hl=en&user=HK1rnHAAAAAJ
6109,John Hawboldt,https://scholar.google.com//citations?hl=en&user=dbNs2HQAAAAJ
6110,Scott Matthews,https://scholar.google.com//citations?hl=en&user=YNEEPj4AAAAJ
6111,Rebecca Lam,https://scholar.google.com//citations?hl=en&user=C8ixYb0AAAAJ
6112,"Dennis K. Peters, Ph.D., P.Eng., SMIEEE, FEC (OCRID: 0000-0002-8675-8925)",https://scholar.google.com//citations?hl=en&user=TGXh6RYAAAAJ
6113,Han Peng,https://scholar.google.com//citations?hl=en&user=RTrRQVUAAAAJ
6114,Camille Ouellet Dallaire,https://scholar.google.com//citations?hl=en&user=XKTEkkYAAAAJ
6115,Cheri Bethune,https://scholar.google.com//citations?hl=en&user=HThU0-8AAAAJ
6116,Heather (Manuel) Burke,https://scholar.google.com//citations?hl=en&user=LaZB5LsAAAAJ
6117,"Sunday Adedigba,PhD,P.Eng,PMP®",https://scholar.google.com//citations?hl=en&user=2Fg82W4AAAAJ
6118,Tevye Stachniak,https://scholar.google.com//citations?hl=en&user=t0yYImAAAAAJ
6119,Hilary Corlett,https://scholar.google.com//citations?hl=en&user=BvwuQM4AAAAJ
6120,Ina Benner,https://scholar.google.com//citations?hl=en&user=0KEg63AAAAAJ
6121,Saeed R. Dehghani,https://scholar.google.com//citations?hl=en&user=4hydsi4AAAAJ
6122,Robert Scott,https://scholar.google.com//citations?hl=en&user=lhElUOEAAAAJ
6123,Ganeswararao Melam,https://scholar.google.com//citations?hl=en&user=AGlCmOUAAAAJ
6124,Kathryn Hargan,https://scholar.google.com//citations?hl=en&user=x0Dl7-8AAAAJ
6125,Zhiwen Zhu,https://scholar.google.com//citations?hl=en&user=4EmTcDAAAAAJ
6126,Julissa Roncal,https://scholar.google.com//citations?hl=en&user=daSOqlAAAAAJ
6127,Diana De Carvalho,https://scholar.google.com//citations?hl=en&user=1mPyuXQAAAAJ
6128,Doug Smith,https://scholar.google.com//citations?hl=en&user=ZsY5KhAAAAAJ
6129,Mingjie Wang,https://scholar.google.com//citations?hl=en&user=MfsLOqcAAAAJ
6130,Maisam Najafizada,https://scholar.google.com//citations?hl=en&user=f2EYYpAAAAAJ
6131,Alyson Byrne,https://scholar.google.com//citations?hl=en&user=LbiZ-BMAAAAJ
6132,Amilcar Soares,https://scholar.google.com//citations?hl=en&user=A6GhWjcAAAAJ
6133,Wayne Fife,https://scholar.google.com//citations?hl=en&user=mCpYZxwAAAAJ
6134,Lyle Wetsch,https://scholar.google.com//citations?hl=en&user=FQJty2wAAAAJ
6135,Andrew Coombs,https://scholar.google.com//citations?hl=en&user=2E6htGkAAAAJ
6136,Yuyue (Peter) Song,https://scholar.google.com//citations?hl=en&user=qhh2m4kAAAAJ
6137,Bruce Mann,https://scholar.google.com//citations?hl=en&user=87wiIK8AAAAJ
6138,"Sulaimon Giwa, MSW, PhD",https://scholar.google.com//citations?hl=en&user=ypwEMY8AAAAJ
6139,Meghan Burchell,https://scholar.google.com//citations?hl=en&user=tkXmg2IAAAAJ
6140,James Scott Johnston,https://scholar.google.com//citations?hl=en&user=YncDfSkAAAAJ
6141,Lynn Gambin,https://scholar.google.com//citations?hl=en&user=rfqUY_oAAAAJ
6142,Reza Moshrefi,https://scholar.google.com//citations?hl=en&user=BdxCd3YAAAAJ
6143,gordon b cooke,https://scholar.google.com//citations?hl=en&user=v8laAHYAAAAJ
6144,Kimberly Maich,https://scholar.google.com//citations?hl=en&user=OOYz7LAAAAAJ
6145,Chansoo Park,https://scholar.google.com//citations?hl=en&user=FTawteoAAAAJ
6146,cyr couturier,https://scholar.google.com//citations?hl=en&user=Ri3vSZQAAAAJ
6147,Ronald Schwartz,https://scholar.google.com//citations?hl=en&user=Ai335dEAAAAJ
6148,"Mohammed Taleb-Berrouane, PhD",https://scholar.google.com//citations?hl=en&user=UG5QcOAAAAAJ
6149,Hodjat Shiri,https://scholar.google.com//citations?hl=en&user=-Lp-DQIAAAAJ
6150,Robert Bailey,https://scholar.google.com//citations?hl=en&user=sD1ZqRAAAAAJ
6151,Jennifer R Donnan,https://scholar.google.com//citations?hl=en&user=TGktqlAAAAAJ
6152,Joel Finnis,https://scholar.google.com//citations?hl=en&user=y_lOyQ8AAAAJ
6153,Abbas Azarpour,https://scholar.google.com//citations?hl=en&user=y2HpS6oAAAAJ
6154,Dale Kirby,https://scholar.google.com//citations?hl=en&user=Bv4bvtoAAAAJ
6155,"Nathaniel J. Pollock, MSW, PhD",https://scholar.google.com//citations?hl=en&user=j65NpCIAAAAJ
6156,Alireza Moghaddam,https://scholar.google.com//citations?hl=en&user=P3acwVQAAAAJ
6157,Zhi Yuan,https://scholar.google.com//citations?hl=en&user=yVRDoG8AAAAJ
6158,Khalil Eslamloo,https://scholar.google.com//citations?hl=en&user=qzhmYVkAAAAJ
6159,Bo Liu,https://scholar.google.com//citations?hl=en&user=DTJmTKcAAAAJ
6160,Ashlyn Swift-Gallant,https://scholar.google.com//citations?hl=en&user=jCEcL-kAAAAJ
6161,Xi Xue,https://scholar.google.com//citations?hl=en&user=EcQ_3tYAAAAJ
6162,Jennifer A. Selby,https://scholar.google.com//citations?hl=en&user=q8WUZHAAAAAJ
6163,Wade Bowers,https://scholar.google.com//citations?hl=en&user=s_uvn2AAAAAJ
6164,Weiyun Lin,https://scholar.google.com//citations?hl=en&user=0DbaX5gAAAAJ
6165,Oscar De Silva,https://scholar.google.com//citations?hl=en&user=Mnk-mwcAAAAJ
6166,Robert N. Porter,https://scholar.google.com//citations?hl=en&user=NL-2xCUAAAAJ
6167,Raquel Ruiz-Díaz,https://scholar.google.com//citations?hl=en&user=HMKzCBMAAAAJ
6168,Elizabeth Sanli,https://scholar.google.com//citations?hl=en&user=Ari7woEAAAAJ
6169,Lisa Bishop,https://scholar.google.com//citations?hl=en&user=Dn0A_zwAAAAJ
6170,Seyed Shahram Khalilinezhad,https://scholar.google.com//citations?hl=en&user=kwQEVjUAAAAJ
6171,Ahsan Hameed,https://scholar.google.com//citations?hl=en&user=bpNC3gEAAAAJ
6172,John D. Cullen,https://scholar.google.com//citations?hl=en&user=3GxbZLkAAAAJ
6173,Stephen Czarnuch,https://scholar.google.com//citations?hl=en&user=xhK79KAAAAAJ
6174,Sandrine Baillon,https://scholar.google.com//citations?hl=en&user=Lj_I5XEAAAAJ
6175,Yolande Pottie-Sherman,https://scholar.google.com//citations?hl=en&user=ELkHxVsAAAAJ
6176,xudong ye,https://scholar.google.com//citations?hl=en&user=NA_JhiIAAAAJ
6177,Yang Jianming,https://scholar.google.com//citations?hl=en&user=sbiqaRsAAAAJ
6178,Heather E Reader,https://scholar.google.com//citations?hl=en&user=ndB1thgAAAAJ
6179,Michelle Swab,https://scholar.google.com//citations?hl=en&user=kzY2tf4AAAAJ
6180,Albert Caballero Solares,https://scholar.google.com//citations?hl=en&user=UxcMWycAAAAJ
6181,Thumeera R Wanasinghe,https://scholar.google.com//citations?hl=en&user=8zxeZCIAAAAJ
6182,Jianyun (JY) Tang,https://scholar.google.com//citations?hl=en&user=3WdHvGIAAAAJ
6183,Katie Wilson,https://scholar.google.com//citations?hl=en&user=G9lLIb8AAAAJ
6184,David A Pike,https://scholar.google.com//citations?hl=en&user=_FGlfPwAAAAJ
6185,Lisa-Jo K van den Scott,https://scholar.google.com//citations?hl=en&user=FS9WlqMAAAAJ
6186,Oscar Meruvia-Pastor,https://scholar.google.com//citations?hl=en&user=fDH4lPYAAAAJ
6187,Angela Loucks-Atkinson,https://scholar.google.com//citations?hl=en&user=YieBqwQAAAAJ
6188,Pavan Kumar Kakumani,https://scholar.google.com//citations?hl=en&user=KWAl49gAAAAJ
6189,Heath Matheson,https://scholar.google.com//citations?hl=en&user=0g3VfDgAAAAJ
6190,Lorenzo Moro,https://scholar.google.com//citations?hl=en&user=jRnCghYAAAAJ
6191,Jahrul Alam,https://scholar.google.com//citations?hl=en&user=Z1psM5QAAAAJ
6192,Paul M Ledger,https://scholar.google.com//citations?hl=en&user=tloFn2MAAAAJ
6193,Noriko Daneshtalab,https://scholar.google.com//citations?hl=en&user=GK38Q9kAAAAJ
6194,Sam Nakhla,https://scholar.google.com//citations?hl=en&user=I4KFM8wAAAAJ
6195,Dale Foster,https://scholar.google.com//citations?hl=en&user=M1GzmicAAAAJ
6196,Guihua Dong,https://scholar.google.com//citations?hl=en&user=8MmusjYAAAAJ
6197,Christopher Quinn-Nilas,https://scholar.google.com//citations?hl=en&user=ucga9dUAAAAJ
6198,Hongjing Wu,https://scholar.google.com//citations?hl=en&user=goY62m0AAAAJ
6199,Xuemei Li,https://scholar.google.com//citations?hl=en&user=VcpifwcAAAAJ
6200,Ashrafee Tanvir Hossain,https://scholar.google.com//citations?hl=en&user=_3QeEb0AAAAJ
6201,Nick W Bray,https://scholar.google.com//citations?hl=en&user=-P7QidcAAAAJ
6202,Roberta Hammett,https://scholar.google.com//citations?hl=en&user=Q6ikC34AAAAJ
6203,Kwadwo Osei Bonsu,https://scholar.google.com//citations?hl=en&user=D4LIL5cAAAAJ
6204,Devin S. Hasanally,https://scholar.google.com//citations?hl=en&user=xJ8JESQAAAAJ
6205,Gabrielle Young,https://scholar.google.com//citations?hl=en&user=fsCZqT8AAAAJ
6206,Martin Richard,https://scholar.google.com//citations?hl=en&user=SqMGhwwAAAAJ
6207,Mairi C. Miller-Meehan,https://scholar.google.com//citations?hl=en&user=B0THbj0AAAAJ
6208,Chowdhury Andalib-Bin-Karim,https://scholar.google.com//citations?hl=en&user=KupRSwcAAAAJ
6209,Sidum Adumene,https://scholar.google.com//citations?hl=en&user=307yd-4AAAAJ
6210,Tasnia Hassan Nazifa,https://scholar.google.com//citations?hl=en&user=pKzlynYAAAAJ
6211,Erika Merschrod,https://scholar.google.com//citations?hl=en&user=scUmMJwAAAAJ
6212,Michael TC King,https://scholar.google.com//citations?hl=en&user=LZVZqTIAAAAJ
6213,Kim Ian Parker,https://scholar.google.com//citations?hl=en&user=q4nQI0AAAAAJ
6214,Mohammad Zawad Ali,https://scholar.google.com//citations?hl=en&user=y_2fOiQAAAAJ
6215,Delores Mullings,https://scholar.google.com//citations?hl=en&user=QUwO5FAAAAAJ
6216,Carrie Dyck,https://scholar.google.com//citations?hl=en&user=HDQ3lx0AAAAJ
6217,Jennifer Jewer,https://scholar.google.com//citations?hl=en&user=Yzi5Ag4AAAAJ
6218,Ali Azizi,https://scholar.google.com//citations?hl=en&user=awVPlZYAAAAJ
6219,Meshari F. Alwashmi PhD,https://scholar.google.com//citations?hl=en&user=svobwKIAAAAJ
6220,G. Todd Andrews,https://scholar.google.com//citations?hl=en&user=qU_6ZxQAAAAJ
6221,Lisa Moores,https://scholar.google.com//citations?hl=en&user=tSagsSYAAAAJ
6222,Mehmet Efe Caman,https://scholar.google.com//citations?hl=en&user=UAqoKXUAAAAJ
6223,Paul De Decker,https://scholar.google.com//citations?hl=en&user=LQ_3zksAAAAJ
6224,Robert Brown,https://scholar.google.com//citations?hl=en&user=SLD_ym4AAAAJ
6225,Matthew LeRiche,https://scholar.google.com//citations?hl=en&user=XC8E6asAAAAJ
6226,Paul Banahene Adjei,https://scholar.google.com//citations?hl=en&user=Fa3SN98AAAAJ
6227,Christina Smeaton,https://scholar.google.com//citations?hl=en&user=x7ixhIMAAAAJ
6228,Jennifer JE Smith,https://scholar.google.com//citations?hl=en&user=75oiIAwAAAAJ
6229,AEZEDEN MOHAMED,https://scholar.google.com//citations?hl=en&user=vtSR1zMAAAAJ
6230,Kayla Holder,https://scholar.google.com//citations?hl=en&user=9x5ZXX0AAAAJ
6231,Isabelle Cote,https://scholar.google.com//citations?hl=en&user=XSf5YZMAAAAJ
6232,Bruce WT Quinton,https://scholar.google.com//citations?hl=en&user=DTFoTXcAAAAJ
6233,Joseph A Daraio,https://scholar.google.com//citations?hl=en&user=W1abDhYAAAAJ
6234,Peyman Bahrami,https://scholar.google.com//citations?hl=en&user=Hqtig5kAAAAJ
6235,Catherine Little,https://scholar.google.com//citations?hl=en&user=tKr4H-MAAAAJ
6236,RA Williams,https://scholar.google.com//citations?hl=en&user=y6YZMscAAAAJ
6237,Judy Cumby,https://scholar.google.com//citations?hl=en&user=SWrVz7AAAAAJ
6238,Hamideh Hamedi,https://scholar.google.com//citations?hl=en&user=EYamsfcAAAAJ
6239,Charles Manful,https://scholar.google.com//citations?hl=en&user=BXv8hY0AAAAJ
6240,Shannon Bayse,https://scholar.google.com//citations?hl=en&user=0g1LoLcAAAAJ
6241,Farhad Kazemi,https://scholar.google.com//citations?hl=en&user=GPcGVfsAAAAJ
6242,Rachelle J. Shannahan,https://scholar.google.com//citations?hl=en&user=-rT6LOsAAAAJ
6243,Jin Gao,https://scholar.google.com//citations?hl=en&user=u4D9FmgAAAAJ
6244,Danny Dyer,https://scholar.google.com//citations?hl=en&user=lvhOEVgAAAAJ
6245,Brynn Devine,https://scholar.google.com//citations?hl=en&user=RiyDaCUAAAAJ
6246,Rene Alberto Silva,https://scholar.google.com//citations?hl=en&user=INKnHpsAAAAJ
6247,Barry Stephenson,https://scholar.google.com//citations?hl=en&user=xNKiBCwAAAAJ
6248,Gerald Galway,https://scholar.google.com//citations?hl=en&user=oeg92ScAAAAJ
6249,Andrea Stapleton,https://scholar.google.com//citations?hl=en&user=i-xRiMoAAAAJ
6250,Dr. Pamela Button,https://scholar.google.com//citations?hl=en&user=5WvItlAAAAAJ
6251,"Bushra Khan, PhD",https://scholar.google.com//citations?hl=en&user=fRnkfbgAAAAJ
6252,James Ross Munroe,https://scholar.google.com//citations?hl=en&user=wmzxBLEAAAAJ
6253,Holly Everett,https://scholar.google.com//citations?hl=en&user=QxLrBuwAAAAJ
6254,Jennifer E. Porter,https://scholar.google.com//citations?hl=en&user=Y0y1Tw4AAAAJ
6255,Elizabeth Whelan,https://scholar.google.com//citations?hl=en&user=mL1Fn2AAAAAJ
6256,Erin Davis,https://scholar.google.com//citations?hl=en&user=exZul7wAAAAJ
6257,S. Abbas Rasouli,https://scholar.google.com//citations?hl=en&user=4gkj6lYAAAAJ
6258,Jennifer M. Shea,https://scholar.google.com//citations?hl=en&user=WGL5vG4AAAAJ
6259,Arifusalam Shaikh,https://scholar.google.com//citations?hl=en&user=6haYDasAAAAJ
6260,Javad Kondori,https://scholar.google.com//citations?hl=en&user=MM61LPEAAAAJ
6261,Reza Shahidi,https://scholar.google.com//citations?hl=en&user=t58PQA8AAAAJ
6262,Theodore S. Norvell,https://scholar.google.com//citations?hl=en&user=OueQTQ4AAAAJ
6263,Xing Song,https://scholar.google.com//citations?hl=en&user=_r9bZ2cAAAAJ
6264,Luke MacMillan,https://scholar.google.com//citations?hl=en&user=oNdV7_oAAAAJ
6265,Kazeem ADEFEMI,https://scholar.google.com//citations?hl=en&user=ZvhXdxoAAAAJ
6266,Vishaal Rajani,https://scholar.google.com//citations?hl=en&user=SyJxSt0AAAAJ
6267,Yiqi Cao,https://scholar.google.com//citations?hl=en&user=-I_UoQwAAAAJ
6268,Amy M. Warren,https://scholar.google.com//citations?hl=en&user=Oi-16fgAAAAJ
6269,Kori Anne Andrea,https://scholar.google.com//citations?hl=en&user=PMi78R4AAAAJ
6270,Veronique Forbes,https://scholar.google.com//citations?hl=en&user=dftd6BoAAAAJ
6271,Sarah J. Martin,https://scholar.google.com//citations?hl=en&user=FOOBt5sAAAAJ
6272,Joelle Rodway,https://scholar.google.com//citations?hl=en&user=UzcVJuoAAAAJ
6273,Xushan Lu,https://scholar.google.com//citations?hl=en&user=L--4kW8AAAAJ
6274,Alice Faisal,https://scholar.google.com//citations?hl=en&user=aiCtQVYAAAAJ
6275,Christopher Sharpe,https://scholar.google.com//citations?hl=en&user=XvyT3F8AAAAJ
6276,Eduardo Martínez-Pedroza,https://scholar.google.com//citations?hl=en&user=l9JGrq8AAAAJ
6277,Maziyar Mahmoodi,https://scholar.google.com//citations?hl=en&user=fXSLQ2oAAAAJ
6278,Shweta Mital,https://scholar.google.com//citations?hl=en&user=AruwbMMAAAAJ
6279,Renan Danielski,https://scholar.google.com//citations?hl=en&user=MUr0c8MAAAAJ
6280,Ke Wu,https://scholar.google.com//citations?hl=en&user=srJl90oAAAAJ
6281,Pierre Savard,https://scholar.google.com//citations?hl=en&user=V6czIOsAAAAJ
